Open,High,Low,Close,Volume,Ticker,Date,atr,gauss,gaussian_upper,gaussian_lower,kijun,vapi,vapi_trend,adx,smma,swing_high,swing_low
305.0,305.8999938964844,304.04998779296875,305.45001220703125,142,KC=F,2025-07-25 04:00:00,,305.45001220703125,,,,305.45001220703125,neutral,,,,
305.45001220703125,307.3500061035156,304.95001220703125,306.5,416,KC=F,2025-07-25 04:30:00,,305.4502081231209,,,,305.794487697469,up,,,305.8999938964844,304.04998779296875
306.5,307.45001220703125,305.1499938964844,305.6000061035156,230,KC=F,2025-07-25 05:00:00,,305.45059435688415,,,,305.76051987730574,down,,,307.3500061035156,304.04998779296875
305.8500061035156,306.45001220703125,305.6000061035156,306.20001220703125,92,KC=F,2025-07-25 05:30:00,,305.45127630494704,,,,305.79364197544675,up,,,307.45001220703125,304.04998779296875
306.1499938964844,306.5,305.0,305.70001220703125,197,KC=F,2025-07-25 06:00:00,,305.45224610058983,,,,305.7788069305744,down,,,307.45001220703125,304.04998779296875
306.0,307.1000061035156,305.79998779296875,306.8999938964844,139,KC=F,2025-07-25 06:30:00,,305.4537181601021,,,,305.9081685599569,up,,,307.45001220703125,304.04998779296875
306.8500061035156,307.29998779296875,304.3999938964844,305.1499938964844,273,KC=F,2025-07-25 07:00:00,,305.45554066510766,,,,305.74963723578134,down,,,307.45001220703125,304.04998779296875
305.1499938964844,307.1000061035156,304.54998779296875,306.79998779296875,229,KC=F,2025-07-25 07:30:00,,305.45789059273005,,,,305.92805853443565,up,,,307.45001220703125,304.04998779296875
307.04998779296875,307.1499938964844,301.79998779296875,301.8500061035156,886,KC=F,2025-07-25 08:00:00,,305.45998726180795,,,,304.1582203234795,down,,,307.45001220703125,304.04998779296875
301.79998779296875,302.1000061035156,299.6000061035156,301.25,955,KC=F,2025-07-25 08:30:00,,305.4610663610966,,,,303.13142464814734,down,,,307.45001220703125,301.79998779296875
301.29998779296875,301.3999938964844,298.6499938964844,299.95001220703125,714,KC=F,2025-07-25 09:00:00,,305.4602540832456,,,,302.38235376564455,down,,,307.45001220703125,299.6000061035156
300.1000061035156,301.1000061035156,298.79998779296875,299.45001220703125,775,KC=F,2025-07-25 09:30:00,,305.4567426988051,,,,301.7088521047514,down,,,307.45001220703125,298.6499938964844
299.54998779296875,300.0,298.70001220703125,300.0,745,KC=F,2025-07-25 10:00:00,,305.44998389428804,,,,301.3588331209931,down,,,307.45001220703125,298.6499938964844
300.1499938964844,300.45001220703125,297.6499938964844,298.3999938964844,1089,KC=F,2025-07-25 10:30:00,2.339290073939732,305.439251401182,307.7785414751217,303.0999613272423,,300.5928546367675,down,13.984697100711974,,307.45001220703125,298.6499938964844
298.54998779296875,299.25,297.70001220703125,298.1499938964844,545,KC=F,2025-07-25 11:00:00,2.282911339584662,305.42392927356536,307.70684061315,303.1410179339807,,300.2720969416294,down,13.984697100711974,,307.45001220703125,297.6499938964844
298.45001220703125,299.6000061035156,297.75,297.8999938964844,481,KC=F,2025-07-25 11:30:00,2.2519895370083027,305.4035006960626,307.6554902330709,303.15151115905434,,299.98958600936925,down,14.143518876938858,,307.45001220703125,297.6499938964844
297.8999938964844,298.3500061035156,297.25,297.6000061035156,1190,KC=F,2025-07-25 12:00:00,2.16970500604454,305.3775284380704,307.5472334441149,303.20782343202586,,299.37829008703187,down,13.973518386534645,,307.45001220703125,297.6499938964844
297.70001220703125,298.1499938964844,297.3999938964844,297.75,377,KC=F,2025-07-25 12:30:00,2.068297505612787,305.34573109130787,307.4140285969207,303.27743358569506,,299.2376314304571,down,13.815660788302159,,307.45001220703125,297.25
297.8500061035156,298.5,297.70001220703125,297.8500061035156,476,KC=F,2025-07-25 13:00:00,1.9777039547096416,305.30795226613253,307.28565622084216,303.3302483114229,,299.08099230068524,down,13.858888946390463,,307.45001220703125,297.25
300.0,302.45001220703125,299.6000061035156,302.3999938964844,375,KC=F,2025-07-28 04:00:00,2.1650112510529262,305.26497326809874,307.4299845191517,303.0999620170458,,299.3929781203316,up,15.536936207882945,,307.45001220703125,297.25
302.0,303.70001220703125,301.6000061035156,302.8999938964844,755,KC=F,2025-07-28 04:30:00,2.1603680262288334,305.21759928623334,307.37796731246215,303.0572312600045,,300.0272635430423,up,17.46955880180182,,307.45001220703125,297.25
302.70001220703125,303.20001220703125,301.54998779296875,303.0,230,KC=F,2025-07-28 05:00:00,2.1239149110740954,305.1665741267685,307.29048903784263,303.0426592156944,,300.20680934895245,up,19.227543097918407,,307.45001220703125,297.25
302.6000061035156,303.20001220703125,302.0,302.0,142,KC=F,2025-07-28 05:30:00,2.0579218607853207,305.11237856968313,307.17030043046844,303.0544567088978,,300.2815675131152,up,20.859957087169523,,307.45001220703125,297.25
301.70001220703125,303.20001220703125,301.5,303.1499938964844,1950,KC=F,2025-07-28 06:00:00,2.0323568855171725,305.05567015774966,307.08802704326683,303.0233132722325,,301.43023254966533,up,21.969951456977054,,307.45001220703125,297.25
303.3500061035156,303.3999938964844,302.3999938964844,303.0,119,KC=F,2025-07-28 06:30:00,1.9586171079802317,304.99700630260884,306.95562341058906,303.0383891946286,,301.47374718138616,up,23.077580872059272,,307.45001220703125,297.25
303.3500061035156,305.5,302.3500061035156,304.8500061035156,445,KC=F,2025-07-28 07:00:00,2.0437154500162418,304.9372287782748,306.98094422829104,302.89351332825856,,301.83800954643715,up,24.823809808448555,,307.45001220703125,297.25
304.8999938964844,306.0,304.1000061035156,305.1000061035156,311,KC=F,2025-07-28 07:30:00,2.0334496247639655,304.8771114383987,306.9105610631627,302.8436618136347,,302.1017598820102,up,26.59364948117622,,307.45001220703125,297.25
305.04998779296875,305.20001220703125,302.04998779296875,302.20001220703125,718,KC=F,2025-07-28 08:00:00,2.113204966856718,304.8167762247109,306.9299811915676,302.7035712578542,,302.11933077937096,up,26.647528341568965,,307.45001220703125,297.25
302.3500061035156,303.8500061035156,300.54998779296875,300.95001220703125,579,KC=F,2025-07-28 08:30:00,2.197977348548872,304.75610542112275,306.95408276967163,302.5581280725739,,301.95092789988496,down,25.743204021162537,,307.45001220703125,297.25
300.8500061035156,302.6499938964844,299.45001220703125,301.29998779296875,1022,KC=F,2025-07-28 09:00:00,2.26954908718489,304.6950801445171,306.96462923170196,302.4255310573322,,301.80203331984626,down,24.280487263416344,,307.45001220703125,297.25
301.3500061035156,303.6000061035156,301.1000061035156,303.3999938964844,799,KC=F,2025-07-28 09:30:00,2.2860098666716833,304.6340911320497,306.9201009987214,302.348081265378,,302.07787035158464,up,23.371830073296064,,307.45001220703125,297.25
303.3999938964844,303.75,300.5,302.79998779296875,959,KC=F,2025-07-28 10:00:00,2.354866304766563,304.57336497576114,306.9282312805277,302.21849867099456,,302.2184397343578,up,22.183553337377244,,307.45001220703125,297.25
302.8999938964844,304.3999938964844,302.45001220703125,303.5,1007,KC=F,2025-07-28 10:30:00,2.325945975101318,304.5132310692645,306.83917704436584,302.1872850941632,,302.46520997740606,up,21.400038864774288,,307.45001220703125,297.25
303.5,303.75,301.25,302.0,699,KC=F,2025-07-28 11:00:00,2.3383784054512238,304.453691260271,306.79206966572224,302.11531285481976,,302.40245282490207,down,19.980178567234415,,307.45001220703125,297.25
301.95001220703125,302.1000061035156,301.0,301.6499938964844,657,KC=F,2025-07-28 11:30:00,2.2499232410272523,304.39468730167727,306.6446105427045,302.14476406065,,302.3054872677609,down,18.58337793153574,,307.45001220703125,297.25
301.45001220703125,302.0,300.3999938964844,301.1499938964844,1140,KC=F,2025-07-28 12:00:00,2.20350058834785,304.33608303772724,306.53958362607506,302.1325824493794,,302.06642074138796,down,17.62224891009501,,307.45001220703125,297.25
301.25,301.3999938964844,298.79998779296875,299.75,1004,KC=F,2025-07-28 12:30:00,2.231822410859834,304.27751029062256,306.5093327014824,302.04568787976274,,301.6603205365716,down,17.539083295947364,,307.45001220703125,297.25
299.5,301.95001220703125,299.3999938964844,300.8999938964844,491,KC=F,2025-07-28 13:00:00,2.2545506894089082,304.2188856689884,306.4734363583973,301.96433497957946,,301.5911839675539,down,17.109652666982882,,307.45001220703125,297.25
301.25,301.75,298.29998779296875,300.25,474,KC=F,2025-07-29 04:00:00,2.3399407978105042,304.16002942162413,306.49997021943466,301.8200886238136,,301.46659039508154,down,17.239023214553026,,307.45001220703125,297.25
300.20001220703125,300.8999938964844,299.3500061035156,299.5,201,KC=F,2025-07-29 04:30:00,2.2835155831789504,304.1006641073141,306.38417969049306,301.8171485241352,,301.3801790054004,down,17.3591530087253,,307.45001220703125,297.25
299.3500061035156,299.8500061035156,298.6000061035156,298.75,136,KC=F,2025-07-29 05:00:00,2.209693041523311,304.0404331121946,306.25012615371793,301.83074007067125,,301.29200842452514,down,17.82969178587737,,307.45001220703125,297.25
299.0,299.54998779296875,297.04998779296875,297.6499938964844,200,KC=F,2025-07-29 05:30:00,2.2304292528430745,303.97885167595666,306.2092809287997,301.7484224231136,,301.09393250823945,down,18.925222760500535,,307.45001220703125,297.25
297.75,298.5,297.6499938964844,298.5,207,KC=F,2025-07-29 06:00:00,2.1318275993196854,303.9156962988293,306.047523898149,301.7838686995096,,300.93408257938313,down,19.942501522650616,,307.45001220703125,297.04998779296875
298.6000061035156,299.3500061035156,298.3500061035156,298.5,111,KC=F,2025-07-29 06:30:00,2.0509827707968507,303.8508062625351,305.90178903333197,301.79982349173827,,300.84372594898144,down,20.206194159763204,,307.45001220703125,297.04998779296875
298.3500061035156,299.20001220703125,298.20001220703125,298.95001220703125,155,KC=F,2025-07-29 07:00:00,1.97591257288279,303.78415927640395,305.76007184928676,301.80824670352115,,300.7357333792697,down,20.524261210671465,,307.45001220703125,297.04998779296875
298.8500061035156,299.3500061035156,297.8999938964844,298.3999938964844,133,KC=F,2025-07-29 07:30:00,1.9383482610362515,303.71566302037354,305.6540112814098,301.7773147593373,,300.6095914531417,down,20.97081935342663,,307.45001220703125,297.04998779296875
298.45001220703125,299.3999938964844,297.54998779296875,299.0,416,KC=F,2025-07-29 08:00:00,1.9320381069276353,303.6453822738685,305.5774203807961,301.7133441669409,,300.3446077599396,down,21.56382064669795,,307.45001220703125,297.04998779296875
299.25,299.3999938964844,296.20001220703125,297.5,1219,KC=F,2025-07-29 08:30:00,2.022605505679456,303.57312137877364,305.5957268844531,301.5505158730942,,299.32018957574724,down,22.74121061356277,,307.45001220703125,297.04998779296875
297.79998779296875,298.45001220703125,295.1000061035156,295.1000061035156,1022,KC=F,2025-07-29 09:00:00,2.1174198340963253,303.49830066745824,305.61572050155456,301.3808808333619,,298.22087049448896,down,24.268952442336026,,307.45001220703125,296.20001220703125
295.1499938964844,295.20001220703125,289.70001220703125,290.1000061035156,3169,KC=F,2025-07-29 09:30:00,2.359032703089445,303.4195394102616,305.77857211335106,301.0605067071722,,294.28096191604993,down,27.051145472021553,,307.45001220703125,295.1000061035156
290.1499938964844,294.3999938964844,289.1000061035156,294.20001220703125,1775,KC=F,2025-07-29 10:00:00,2.5691009237951095,303.33649714858564,305.90559807238077,300.7673962247905,,294.2614758186159,down,29.737805085770002,,307.45001220703125,289.70001220703125
294.1000061035156,294.1000061035156,291.79998779296875,291.95001220703125,1007,KC=F,2025-07-29 10:30:00,2.55702403024278,303.248524525072,305.8055485553148,300.69150049482926,,293.9438111956139,down,32.23256044139357,,307.45001220703125,289.1000061035156
